playback.nb,freq,resp,treat,plant,temp,mass
162,195,1,med,K1,24.5,8.472
162,180,2,med,K1,24.5,8.472
162,210,0,med,K1,24.5,8.472
162,230,0,med,K1,24.5,8.472
162,160,1,med,K1,24.5,8.472
162,185,0,med,K1,24.5,8.472
162,140,1,med,K1,24.5,8.472
162,188,0,med,K1,24.5,8.472
162,250,0,med,K1,24.5,8.472
162,170,1,med,K1,24.5,8.472
162,187,0,med,K1,24.5,8.472
162,186,0,med,K1,24.5,8.472
162,184,0,med,K1,24.5,8.472
162,182,0,med,K1,24.5,8.472
162,200,2,med,K1,24.5,8.472
162,190,1,med,K1,24.5,8.472
162,183,0,med,K1,24.5,8.472
162,175,0,med,K1,24.5,8.472
163,195,3,med,K1,24.5,9.932
163,185,3,med,K1,24.5,9.932
163,200,1,med,K1,24.5,9.932
163,175,2,med,K1,24.5,9.932
163,184,2,med,K1,24.5,9.932
163,250,2,med,K1,24.5,9.932
163,140,3,med,K1,24.5,9.932
163,187,2,med,K1,24.5,9.932
163,183,3,med,K1,24.5,9.932
163,182,3,med,K1,24.5,9.932
163,210,2,med,K1,24.5,9.932
163,186,1,med,K1,24.5,9.932
163,170,3,med,K1,24.5,9.932
163,188,3,med,K1,24.5,9.932
163,160,3,med,K1,24.5,9.932
163,190,3,med,K1,24.5,9.932
163,230,1,med,K1,24.5,9.932
163,180,3,med,K1,24.5,9.932
164,185,0,med,K1,25,8.028
164,180,0,med,K1,25,8.028
164,200,0,med,K1,25,8.028
164,190,0,med,K1,25,8.028
164,183,0,med,K1,25,8.028
164,160,0,med,K1,25,8.028
164,140,0,med,K1,25,8.028
164,230,0,med,K1,25,8.028
164,186,0,med,K1,25,8.028
164,250,0,med,K1,25,8.028
164,184,1,med,K1,25,8.028
164,170,0,med,K1,25,8.028
164,210,1,med,K1,25,8.028
164,187,1,med,K1,25,8.028
164,175,0,med,K1,25,8.028
164,182,0,med,K1,25,8.028
164,195,0,med,K1,25,8.028
164,188,0,med,K1,25,8.028
165,175,2,med,K1,24.5,9.188
165,188,1,med,K1,24.5,9.188
165,182,0,med,K1,24.5,9.188
165,184,0,med,K1,24.5,9.188
165,210,2,med,K1,24.5,9.188
165,190,0,med,K1,24.5,9.188
165,140,3,med,K1,24.5,9.188
165,195,0,med,K1,24.5,9.188
165,185,3,med,K1,24.5,9.188
165,186,2,med,K1,24.5,9.188
165,200,2,med,K1,24.5,9.188
165,170,2,med,K1,24.5,9.188
165,180,2,med,K1,24.5,9.188
165,250,1,med,K1,24.5,9.188
165,187,2,med,K1,24.5,9.188
165,183,0,med,K1,24.5,9.188
165,230,0,med,K1,24.5,9.188
165,160,1,med,K1,24.5,9.188
166,180,3,med,K1,25,8.032
166,200,3,med,K1,25,8.032
166,190,2,med,K1,25,8.032
166,183,2,med,K1,25,8.032
166,188,2,med,K1,25,8.032
166,250,0,med,K1,25,8.032
166,140,3,med,K1,25,8.032
166,187,0,med,K1,25,8.032
166,186,3,med,K1,25,8.032
166,230,3,med,K1,25,8.032
166,195,0,med,K1,25,8.032
166,182,3,med,K1,25,8.032
166,170,3,med,K1,25,8.032
166,184,2,med,K1,25,8.032
166,185,3,med,K1,25,8.032
166,210,3,med,K1,25,8.032
166,175,2,med,K1,25,8.032
166,160,3,med,K1,25,8.032
167,188,3,med,K1,24.5,8.118
167,210,3,med,K1,24.5,8.118
167,190,0,med,K1,24.5,8.118
167,185,1,med,K1,24.5,8.118
167,200,3,med,K1,24.5,8.118
167,230,1,med,K1,24.5,8.118
167,140,1,med,K1,24.5,8.118
167,160,0,med,K1,24.5,8.118
167,250,0,med,K1,24.5,8.118
167,186,1,med,K1,24.5,8.118
167,180,0,med,K1,24.5,8.118
167,195,0,med,K1,24.5,8.118
167,184,1,med,K1,24.5,8.118
167,175,2,med,K1,24.5,8.118
167,187,2,med,K1,24.5,8.118
167,170,0,med,K1,24.5,8.118
167,182,0,med,K1,24.5,8.118
167,183,0,med,K1,24.5,8.118
168,160,1,med,K1,24.5,8.042
168,170,3,med,K1,24.5,8.042
168,210,0,med,K1,24.5,8.042
168,250,2,med,K1,24.5,8.042
168,195,2,med,K1,24.5,8.042
168,200,0,med,K1,24.5,8.042
168,182,3,med,K1,24.5,8.042
168,230,0,med,K1,24.5,8.042
168,184,0,med,K1,24.5,8.042
168,190,2,med,K1,24.5,8.042
168,187,0,med,K1,24.5,8.042
168,140,1,med,K1,24.5,8.042
168,183,1,med,K1,24.5,8.042
168,185,0,med,K1,24.5,8.042
168,180,0,med,K1,24.5,8.042
168,188,0,med,K1,24.5,8.042
168,175,0,med,K1,24.5,8.042
168,186,3,med,K1,24.5,8.042
169,170,3,med,K1,24.5,9.452
169,186,3,med,K1,24.5,9.452
169,175,0,med,K1,24.5,9.452
169,184,3,med,K1,24.5,9.452
169,200,3,med,K1,24.5,9.452
169,190,3,med,K1,24.5,9.452
169,187,3,med,K1,24.5,9.452
169,182,1,med,K1,24.5,9.452
169,250,3,med,K1,24.5,9.452
169,195,3,med,K1,24.5,9.452
169,160,3,med,K1,24.5,9.452
169,180,3,med,K1,24.5,9.452
169,185,3,med,K1,24.5,9.452
169,183,3,med,K1,24.5,9.452
169,210,3,med,K1,24.5,9.452
169,140,2,med,K1,24.5,9.452
169,230,1,med,K1,24.5,9.452
169,188,3,med,K1,24.5,9.452
170,190,2,med,F1,25,10.736
170,182,0,med,F1,25,10.736
170,210,0,med,F1,25,10.736
170,170,0,med,F1,25,10.736
170,187,1,med,F1,25,10.736
170,183,1,med,F1,25,10.736
170,184,1,med,F1,25,10.736
170,160,0,med,F1,25,10.736
170,200,1,med,F1,25,10.736
170,185,0,med,F1,25,10.736
170,188,0,med,F1,25,10.736
170,140,0,med,F1,25,10.736
170,230,0,med,F1,25,10.736
170,186,0,med,F1,25,10.736
170,180,0,med,F1,25,10.736
170,195,0,med,F1,25,10.736
170,175,0,med,F1,25,10.736
170,250,0,med,F1,25,10.736
171,185,3,med,F1,24.5,10.918
171,175,1,med,F1,24.5,10.918
171,250,1,med,F1,24.5,10.918
171,200,3,med,F1,24.5,10.918
171,183,2,med,F1,24.5,10.918
171,184,0,med,F1,24.5,10.918
171,160,2,med,F1,24.5,10.918
171,186,0,med,F1,24.5,10.918
171,190,3,med,F1,24.5,10.918
171,188,2,med,F1,24.5,10.918
171,170,2,med,F1,24.5,10.918
171,180,3,med,F1,24.5,10.918
171,195,2,med,F1,24.5,10.918
171,230,2,med,F1,24.5,10.918
171,187,2,med,F1,24.5,10.918
171,210,1,med,F1,24.5,10.918
171,140,1,med,F1,24.5,10.918
171,182,3,med,F1,24.5,10.918
172,183,2,med,F1,25,10.246
172,186,0,med,F1,25,10.246
172,230,2,med,F1,25,10.246
172,188,1,med,F1,25,10.246
172,195,0,med,F1,25,10.246
172,160,0,med,F1,25,10.246
172,200,0,med,F1,25,10.246
172,140,0,med,F1,25,10.246
172,184,0,med,F1,25,10.246
172,170,0,med,F1,25,10.246
172,250,0,med,F1,25,10.246
172,210,0,med,F1,25,10.246
172,190,0,med,F1,25,10.246
172,180,0,med,F1,25,10.246
172,175,1,med,F1,25,10.246
172,185,1,med,F1,25,10.246
172,182,0,med,F1,25,10.246
172,187,1,med,F1,25,10.246
173,186,1,low,H1,25,9.266
173,230,2,low,H1,25,9.266
173,175,0,low,H1,25,9.266
173,185,3,low,H1,25,9.266
173,187,1,low,H1,25,9.266
173,250,3,low,H1,25,9.266
173,184,2,low,H1,25,9.266
173,188,3,low,H1,25,9.266
173,195,2,low,H1,25,9.266
173,170,1,low,H1,25,9.266
173,182,2,low,H1,25,9.266
173,210,1,low,H1,25,9.266
173,190,2,low,H1,25,9.266
173,140,2,low,H1,25,9.266
173,160,2,low,H1,25,9.266
173,180,0,low,H1,25,9.266
173,183,1,low,H1,25,9.266
173,200,3,low,H1,25,9.266
174,182,2,med,J2,24.5,9.574
174,185,3,med,J2,24.5,9.574
174,184,0,med,J2,24.5,9.574
174,180,2,med,J2,24.5,9.574
174,170,3,med,J2,24.5,9.574
174,160,3,med,J2,24.5,9.574
174,230,3,med,J2,24.5,9.574
174,140,0,med,J2,24.5,9.574
174,210,3,med,J2,24.5,9.574
174,175,3,med,J2,24.5,9.574
174,186,3,med,J2,24.5,9.574
174,183,3,med,J2,24.5,9.574
174,190,2,med,J2,24.5,9.574
174,250,2,med,J2,24.5,9.574
174,187,3,med,J2,24.5,9.574
174,200,2,med,J2,24.5,9.574
174,188,0,med,J2,24.5,9.574
174,195,1,med,J2,24.5,9.574
175,187,3,med,J2,25,9.35
175,183,3,med,J2,25,9.35
175,175,3,med,J2,25,9.35
175,182,3,med,J2,25,9.35
175,200,3,med,J2,25,9.35
175,188,3,med,J2,25,9.35
175,184,3,med,J2,25,9.35
175,195,3,med,J2,25,9.35
175,185,3,med,J2,25,9.35
175,140,3,med,J2,25,9.35
175,160,3,med,J2,25,9.35
175,180,3,med,J2,25,9.35
175,250,2,med,J2,25,9.35
175,170,2,med,J2,25,9.35
175,186,3,med,J2,25,9.35
175,230,2,med,J2,25,9.35
175,210,2,med,J2,25,9.35
175,190,2,med,J2,25,9.35
176,190,2,med,J2,24,n/a
176,186,3,med,J2,24,n/a
176,250,1,med,J2,24,n/a
176,180,1,med,J2,24,n/a
176,185,2,med,J2,24,n/a
176,140,0,med,J2,24,n/a
176,200,2,med,J2,24,n/a
176,210,0,med,J2,24,n/a
176,182,2,med,J2,24,n/a
176,230,1,med,J2,24,n/a
176,187,2,med,J2,24,n/a
176,170,2,med,J2,24,n/a
176,183,2,med,J2,24,n/a
176,195,1,med,J2,24,n/a
176,188,2,med,J2,24,n/a
176,175,0,med,J2,24,n/a
176,160,0,med,J2,24,n/a
176,184,1,med,J2,24,n/a
177,195,2,med,J2,24.5,9.8
177,175,3,med,J2,24.5,9.8
177,186,3,med,J2,24.5,9.8
177,188,3,med,J2,24.5,9.8
177,187,3,med,J2,24.5,9.8
177,200,3,med,J2,24.5,9.8
177,160,3,med,J2,24.5,9.8
177,230,2,med,J2,24.5,9.8
177,250,3,med,J2,24.5,9.8
177,180,3,med,J2,24.5,9.8
177,184,3,med,J2,24.5,9.8
177,190,3,med,J2,24.5,9.8
177,140,3,med,J2,24.5,9.8
177,210,3,med,J2,24.5,9.8
177,183,3,med,J2,24.5,9.8
177,170,3,med,J2,24.5,9.8
177,185,2,med,J2,24.5,9.8
177,182,3,med,J2,24.5,9.8
178,182,2,med,J2,25,9.774
178,170,3,med,J2,25,9.774
178,186,2,med,J2,25,9.774
178,200,3,med,J2,25,9.774
178,188,3,med,J2,25,9.774
178,250,3,med,J2,25,9.774
178,210,3,med,J2,25,9.774
178,187,1,med,J2,25,9.774
178,190,1,med,J2,25,9.774
178,185,2,med,J2,25,9.774
178,184,3,med,J2,25,9.774
178,230,2,med,J2,25,9.774
178,140,2,med,J2,25,9.774
178,180,3,med,J2,25,9.774
178,183,3,med,J2,25,9.774
178,195,1,med,J2,25,9.774
178,160,0,med,J2,25,9.774
178,175,3,med,J2,25,9.774
179,183,0,med,J2,25,7.708
179,170,0,med,J2,25,7.708
179,180,0,med,J2,25,7.708
179,184,0,med,J2,25,7.708
179,182,0,med,J2,25,7.708
179,187,0,med,J2,25,7.708
179,190,0,med,J2,25,7.708
179,200,0,med,J2,25,7.708
179,195,1,med,J2,25,7.708
179,210,1,med,J2,25,7.708
179,160,0,med,J2,25,7.708
179,250,1,med,J2,25,7.708
179,230,0,med,J2,25,7.708
179,140,0,med,J2,25,7.708
179,175,0,med,J2,25,7.708
179,186,0,med,J2,25,7.708
179,185,0,med,J2,25,7.708
179,188,0,med,J2,25,7.708
180,182,2,med,J2,24.5,9.848
180,200,3,med,J2,24.5,9.848
180,175,2,med,J2,24.5,9.848
180,186,3,med,J2,24.5,9.848
180,190,3,med,J2,24.5,9.848
180,140,3,med,J2,24.5,9.848
180,195,3,med,J2,24.5,9.848
180,183,2,med,J2,24.5,9.848
180,188,2,med,J2,24.5,9.848
180,160,2,med,J2,24.5,9.848
180,250,3,med,J2,24.5,9.848
180,170,3,med,J2,24.5,9.848
180,230,2,med,J2,24.5,9.848
180,185,3,med,J2,24.5,9.848
180,210,3,med,J2,24.5,9.848
180,187,3,med,J2,24.5,9.848
180,184,1,med,J2,24.5,9.848
180,180,3,med,J2,24.5,9.848
181,188,3,high,E1,25,8.428
181,160,3,high,E1,25,8.428
181,190,2,high,E1,25,8.428
181,250,3,high,E1,25,8.428
181,186,3,high,E1,25,8.428
181,170,3,high,E1,25,8.428
181,180,3,high,E1,25,8.428
181,183,1,high,E1,25,8.428
181,182,3,high,E1,25,8.428
181,210,3,high,E1,25,8.428
181,184,3,high,E1,25,8.428
181,185,1,high,E1,25,8.428
181,140,1,high,E1,25,8.428
181,187,3,high,E1,25,8.428
181,200,2,high,E1,25,8.428
181,195,2,high,E1,25,8.428
181,230,0,high,E1,25,8.428
181,175,2,high,E1,25,8.428
182,185,0,high,E1,24.5,8.64
182,180,0,high,E1,24.5,8.64
182,188,3,high,E1,24.5,8.64
182,210,3,high,E1,24.5,8.64
182,182,3,high,E1,24.5,8.64
182,230,3,high,E1,24.5,8.64
182,184,2,high,E1,24.5,8.64
182,175,0,high,E1,24.5,8.64
182,250,0,high,E1,24.5,8.64
182,170,2,high,E1,24.5,8.64
182,183,2,high,E1,24.5,8.64
182,186,2,high,E1,24.5,8.64
182,187,0,high,E1,24.5,8.64
182,160,0,high,E1,24.5,8.64
182,200,2,high,E1,24.5,8.64
182,140,1,high,E1,24.5,8.64
182,190,2,high,E1,24.5,8.64
182,195,2,high,E1,24.5,8.64
183,175,0,low,Y1,24.5,7.78
183,200,0,low,Y1,24.5,7.78
183,210,0,low,Y1,24.5,7.78
183,185,0,low,Y1,24.5,7.78
183,184,0,low,Y1,24.5,7.78
183,160,0,low,Y1,24.5,7.78
183,182,0,low,Y1,24.5,7.78
183,188,0,low,Y1,24.5,7.78
183,187,0,low,Y1,24.5,7.78
183,190,0,low,Y1,24.5,7.78
183,183,0,low,Y1,24.5,7.78
183,140,0,low,Y1,24.5,7.78
183,186,0,low,Y1,24.5,7.78
183,180,1,low,Y1,24.5,7.78
183,230,1,low,Y1,24.5,7.78
183,195,0,low,Y1,24.5,7.78
183,250,0,low,Y1,24.5,7.78
183,170,1,low,Y1,24.5,7.78
184,190,2,low,Y1,24.5,7.502
184,170,3,low,Y1,24.5,7.502
184,182,1,low,Y1,24.5,7.502
184,180,3,low,Y1,24.5,7.502
184,185,3,low,Y1,24.5,7.502
184,200,3,low,Y1,24.5,7.502
184,210,3,low,Y1,24.5,7.502
184,183,0,low,Y1,24.5,7.502
184,250,2,low,Y1,24.5,7.502
184,175,2,low,Y1,24.5,7.502
184,186,3,low,Y1,24.5,7.502
184,230,1,low,Y1,24.5,7.502
184,187,2,low,Y1,24.5,7.502
184,195,2,low,Y1,24.5,7.502
184,140,3,low,Y1,24.5,7.502
184,160,1,low,Y1,24.5,7.502
184,188,0,low,Y1,24.5,7.502
184,184,3,low,Y1,24.5,7.502
185,184,2,low,Y1,25,7.688
185,183,2,low,Y1,25,7.688
185,185,0,low,Y1,25,7.688
185,186,2,low,Y1,25,7.688
185,190,2,low,Y1,25,7.688
185,230,0,low,Y1,25,7.688
185,175,3,low,Y1,25,7.688
185,170,0,low,Y1,25,7.688
185,210,0,low,Y1,25,7.688
185,160,2,low,Y1,25,7.688
185,250,2,low,Y1,25,7.688
185,187,1,low,Y1,25,7.688
185,195,1,low,Y1,25,7.688
185,188,1,low,Y1,25,7.688
185,180,0,low,Y1,25,7.688
185,182,0,low,Y1,25,7.688
185,200,0,low,Y1,25,7.688
185,140,0,low,Y1,25,7.688
187,188,2,low,Y1,25,8.312
187,160,3,low,Y1,25,8.312
187,185,0,low,Y1,25,8.312
187,190,2,low,Y1,25,8.312
187,195,1,low,Y1,25,8.312
187,210,2,low,Y1,25,8.312
187,140,0,low,Y1,25,8.312
187,183,0,low,Y1,25,8.312
187,200,0,low,Y1,25,8.312
187,184,0,low,Y1,25,8.312
187,182,2,low,Y1,25,8.312
187,170,0,low,Y1,25,8.312
187,230,3,low,Y1,25,8.312
187,250,3,low,Y1,25,8.312
187,186,3,low,Y1,25,8.312
187,187,0,low,Y1,25,8.312
187,175,0,low,Y1,25,8.312
187,180,0,low,Y1,25,8.312
188,185,2,low,H1,25,9.974
188,184,3,low,H1,25,9.974
188,175,0,low,H1,25,9.974
188,230,3,low,H1,25,9.974
188,170,3,low,H1,25,9.974
188,160,3,low,H1,25,9.974
188,187,3,low,H1,25,9.974
188,183,0,low,H1,25,9.974
188,188,3,low,H1,25,9.974
188,182,3,low,H1,25,9.974
188,195,3,low,H1,25,9.974
188,180,3,low,H1,25,9.974
188,186,3,low,H1,25,9.974
188,190,2,low,H1,25,9.974
188,250,1,low,H1,25,9.974
188,140,2,low,H1,25,9.974
188,200,0,low,H1,25,9.974
188,210,2,low,H1,25,9.974
189,250,3,med,F2,24.5,9.248
189,175,3,med,F2,24.5,9.248
189,200,3,med,F2,24.5,9.248
189,184,3,med,F2,24.5,9.248
189,160,2,med,F2,24.5,9.248
189,195,1,med,F2,24.5,9.248
189,190,1,med,F2,24.5,9.248
189,183,3,med,F2,24.5,9.248
189,182,3,med,F2,24.5,9.248
189,188,0,med,F2,24.5,9.248
189,170,3,med,F2,24.5,9.248
189,140,3,med,F2,24.5,9.248
189,185,3,med,F2,24.5,9.248
189,210,3,med,F2,24.5,9.248
189,186,3,med,F2,24.5,9.248
189,230,3,med,F2,24.5,9.248
189,180,3,med,F2,24.5,9.248
189,187,2,med,F2,24.5,9.248
190,230,1,high,D2,24.5,8.856
190,184,0,high,D2,24.5,8.856
190,188,0,high,D2,24.5,8.856
190,182,0,high,D2,24.5,8.856
190,250,0,high,D2,24.5,8.856
190,180,0,high,D2,24.5,8.856
190,170,0,high,D2,24.5,8.856
190,185,0,high,D2,24.5,8.856
190,200,0,high,D2,24.5,8.856
190,175,0,high,D2,24.5,8.856
190,140,0,high,D2,24.5,8.856
190,160,0,high,D2,24.5,8.856
190,195,0,high,D2,24.5,8.856
190,210,0,high,D2,24.5,8.856
190,186,0,high,D2,24.5,8.856
190,187,0,high,D2,24.5,8.856
190,190,0,high,D2,24.5,8.856
190,183,0,high,D2,24.5,8.856
191,170,3,low,W1,25,7.674
191,185,3,low,W1,25,7.674
191,186,3,low,W1,25,7.674
191,180,3,low,W1,25,7.674
191,195,2,low,W1,25,7.674
191,184,1,low,W1,25,7.674
191,200,3,low,W1,25,7.674
191,187,3,low,W1,25,7.674
191,182,3,low,W1,25,7.674
191,250,0,low,W1,25,7.674
191,188,3,low,W1,25,7.674
191,175,3,low,W1,25,7.674
191,160,3,low,W1,25,7.674
191,230,1,low,W1,25,7.674
191,210,3,low,W1,25,7.674
191,140,3,low,W1,25,7.674
191,183,3,low,W1,25,7.674
191,190,2,low,W1,25,7.674
192,187,1,low,R3,24.5,9.966
192,180,3,low,R3,24.5,9.966
192,210,3,low,R3,24.5,9.966
192,185,3,low,R3,24.5,9.966
192,186,0,low,R3,24.5,9.966
192,183,2,low,R3,24.5,9.966
192,175,2,low,R3,24.5,9.966
192,190,3,low,R3,24.5,9.966
192,200,3,low,R3,24.5,9.966
192,170,3,low,R3,24.5,9.966
192,140,3,low,R3,24.5,9.966
192,160,3,low,R3,24.5,9.966
192,230,3,low,R3,24.5,9.966
192,184,3,low,R3,24.5,9.966
192,195,3,low,R3,24.5,9.966
192,250,3,low,R3,24.5,9.966
192,182,3,low,R3,24.5,9.966
192,188,0,low,R3,24.5,9.966
